1178,crane (Grus),→,cranberry (Oxycoccus)
5875,to go out,→,to have relationships (romantic or sexual)
1522,head,→,"heading, title"
0188,flexible,—,"compliant, pliable"
0710,in front of,—,before
3957,"to care for, look after",—,to have mercy
0960,to ask (for),→,"to ask, inquire"
4735,caterpillar,→,caterpillar track
3989,"steam, vapour",—,smell (n.)
0755,"spot, stain",→,place
0148,"nut, hazel",→,testicle
5872,horse (Equus caballus),→,horse-fly (Tabanidae)
2040,thin (of an object),→,"delicate, subtle (person, question etc.)"
6828,"drug, medicine",→,narcotic drugs
0001,"to calculate, count",→,to take into account
1082,servant,→,jack (playing card)
4959,"to ask, inquire",—,to ask (for)
0016,sweet (taste),→,"dear, darling"
1236,to bark,—,to cough
0817,taste (n.),→,aesthetic perception
2151,deep,→,"earnest, serious"
1398,cat,→,catnip (Nepeta cataria)
0767,dark (adj.),→,incomprehensible
2664,pig (Sus scrofa),→,hedgehog (Еrinaceus)
3195,<foot-wear>,→,lady's slipper (Cypripedium)
4621,to spoil (tr.),→,to pamper
1349,to become dumb,→,to grow numb
2617,"to light, to kindle (the fire)",→,to shoot
0387,mud,→,faeces
1239,to bite,→,bitter
1677,deep,→,saturated (of colour)
4868,diamond,→,diamonds (in cards)
4970,pawn (in chess),→,"puppet, lay figure"
1879,mad,→,angry
0331,oil (food),→,"petroleum, oil"
1315,head,→,mind (n.)
5643,fire,→,"firebug, Pyrrhocoris apterus"
1126,milk,→,"milk-tooth, deciduous tooth"
4618,sooner,→,better
0748,road,→,"manner, way"
6605,to move,→,"to move, change residence"
0234,to cover,→,to copulate
5491,red,→,common redstart
6171,bear (Ursus),→,kinkajou
0127,sun,→,Sunday
2160,person,→,servant
5283,husband,—,wife
0046,dog,→,seal (animal)
3045,cloud,—,sky
1399,dirty,→,bad (ethically)
1638,to play (intr.),—,"to be glad, happy"
1309,monarch,→,queen (bee)
1350,to go away,→,to die
1400,to break (tr.),→,to ache
0045,to see/to look at,→,to seem
0457,eye,→,"spot, stain"
4310,"to try, to attempt",→,"to fit, try on"
0047,belly,—,location of emotions
2101,flat (adj),→,stupid
3445,alone,→,"only, just"
2244,"to follow, go after smb.",→,next
0265,to go down,→,to begin
3956,"to care for, look after",—,"to spare, to economize"
6905,bell,→,lily-of-the-valley (Convallaria majalis)
0511,comb (of a bird),—,"mountain ridge, edge"
2643,<animal>,→,coward
0790,flat (adj),→,simple
6330,hammer,→,"hammer bone, malleus"
5180,quick,→,swift (bird)
5678,monster (abnormal creature),→,cruel
1035,healthy,—,intact
2238,"hard, solid",—,difficult
6441,wheat,→,buckwheat
0412,to emit smoke,→,to smoke (tobacco)
0849,heavy (of weight),→,important
2771,to be born,→,birthmark
2774,to roast,—,to quarrel
1399,dirty,→,bad (ethically)
2507,<bird>,↔,talkative person
3242,neck,→,neck (of bottle etc.)
0054,wind,→,window
1212,to feel pity,→,to regret
0547,heel (of a foot),→,heel (of a shoe)
4966,blow,—,immediately
0589,<wooden object>,→,fool
6182,fox (Vulpes vulpes),→,red panda
2509,end,→,completion
4373,letter (character),—,letter (text)
0144,to be tied,→,to feel affection
1550,trunk (of a tree),—,torso
3056,slow (adj.),—,late
6859,<country>,→,guinea pig (Cavia porcellus)
4104,soaked in sauce,—,experienced
0666,soul,→,person
2247,free,→,free of charge
3494,<young animal>,↔,child (son or daughter)
1064,rooster,→,cock (of a gun)
7042,horse (Equus caballus),→,equisetum
0976,thread,—,wire (n.)
4709,<name of person>,→,police officer
0683,air,—,"melody, tune"
2136,to speak,→,to foresee
2152,tail,→,horsetail
2727,<fruit>,→,head
2111,rooster,→,bully
4337,to approach suddenly,—,to attack
0203,to be jealous,—,to envy
0164,"to turn, rotate (intr.)",→,to return (intr.)
0133,Mercury,→,Wednesday
1730,to bark,→,to tell lie
0007,"to turn, rotate (intr.)",→,to become
1381,coast,—,"edge, border"
6022,heel (of a foot),→,heel (of bread)
1145,cold,→,indifferent
0649,hand/arm,→,side (n.)
1494,to perceive smell,—,to have smell
0130,Jupiter,→,Thursday
0888,back (body part),→,"mountain ridge, edge"
0806,dry,→,having no milk
5612,red,→,socialist or communist
5554,<high rank officail in the Catholic Church>,→,<alcoholic drink>
2112,drone,→,"idler, loafer"
3763,straight,—,classical
4106,hare (Lepus),→,pacemaker (running)
2926,girl,—,"female servant, maid"
6202,deaf,→,Anguis fragilis
0746,to see/to look at,→,to understand
0472,eye,→,opinion
3608,"to raise, lift (tr.)",→,to abolish
1407,hawk (Accipiter),→,hawkweed (Hieracium)
6906,May,→,lily-of-the-valley (Convallaria majalis)
6876,needle,→,pine needle
0769,"brilliant, glaring",↔,glad
0561,hand/arm,—,handful
0807,"rough, uneven",→,"rude, impolite"
0417,"box, container",→,chest (body part)
6640,catapult,→,slingshot
5173,dust,→,(gun)powder
5511,neck,→,Eurasian wryneck
5562,gold,→,platinum
2243,"to follow, go after smb.",→,to follow logically
2500,to swear (an oath),→,"to swear, curse"
0695,"to strike, hit",→,"to defeat, win"
6897,tears,→,lily-of-the-valley (Convallaria majalis)
4160,to take off (tr.),—,to abolish
5480,to gnaw,→,to cause moral suffering
0480,mouth,→,grimace
0808,"rough, uneven",→,difficult
0254,"light, bright, clear",→,clever
0487,mouth,↔,eater
0514,head,→,headstream
2631,to thrust (into),→,to ache
4674,"to approach, come near",→,to experience an orgasm
6200,slow (adj.),→,Anguis fragilis
1568,"to pull, to draw",→,"to draw, paint"
1056,to have smell,→,to smell bad
0004,to taste,↔,"to try, to attempt"
2670,<animal>,—,white caps (on sea waves)
4465,cheerful,→,gay
1560,nature,—,"human temper, character"
2126,stone (piece of rock),→,stone (of a fruit)
4662,to look inside,→,to understand
1113,taste (n.),→,inclination to smth
0738,to lead,→,to behave
5434,to break (tr.),→,split (gymnastics)
3051,stupid,—,rabid
6213,milk,→,Lampropeltis triangulum
2292,tart (taste),→,gloomy
6981,dog,→,dog-rose
6215,"spade, shovel",→,Chionactis occipitalis
4537,middle,→,middle finger
3711,"to raise, lift (tr.)",—,to discover game animals or birds (hunting)
5627,"Mary, mother of Jesus",→,ladybird
3080,<animal>,→,cunning person
4873,diamond,→,rhombus
0733,curved,—,wrong
4012,glass (material),—,drinking vessel
3859,fire,→,to shoot
2205,child (son or daughter),↔,sucker (botany)
1094,to speak,—,rumour
1537,"rag, duster (?)",→,clothes
5272,jay,→,siberian jay
2696,shapeless,→,"ugly, unpleasant"
2182,leech,→,extortioner
5053,to answer,→,to correspond
5219,wind,→,rumour
3390,weak,→,not strong (of liquid or smell)
4467,navy,→,dark blue
0758,to fill (tr.),→,to carry out
6502,rose,→,rose chafer
5581,tail,→,fox (Vulpes vulpes)
4010,father,→,ancestor
1990,patch,—,"spot, stain"
3628,hand/arm,—,"handle, gripe"
2010,to be awake,—,attentive
6315,to practice witchcraft,→,"to charm, to delight"
1109,to neigh,→,to laugh
2074,to insert,—,plant (biol.)
4332,to cut,—,windowsill
6490,night,→,evening
4866,club (a weapon),→,clubs (in cards)
4195,straight,→,exactly
1676,to blink (by eyes),→,"instant, moment"
1405,to conjure,→,"to charm, to delight"
0354,to strew,—,to pour
2908,cat,→,vagina
5253,hell,→,experience of great suffering
3676,transparent,→,comprehensible
2965,deep,→,dark (adj.)
1079,nail (body part),→,nail (metal spike)
5681,"sack, bag",→,"to discharge, dismiss"
0975,to fall down,→,to die
0589,<wooden object>,→,fool
0674,<artiodactyl (even-toed animal)>,→,woman
0059,correct (adj.),→,right (vs. left)
0628,cattle,→,bad person
0481,mouth,→,impudence
6982,respect (n.),→,"relation, connection"
1682,monarch,→,european kingfisher (Alcedo atthis)
0067,"light, bright, clear",→,comprehensible
5835,"pellicle, membrane",→,"film, movie"
1453,"footprint, track",→,road
3045,cloud,—,sky
6705,head,→,side of a coin
5223,still (adv.),→,nevertheless
2871,thick,→,"thick (of a growth, hair)"
0671,pumpkin,—,head
4344,Mercury,→,mercury
6390,straw,→,strawberry (Fragaria moschata)
3673,"fearful, dreadful",—,"ugly, unpleasant"
1626,short (size),→,brief
1271,rooster,→,penis
1692,to fall down,→,"to fall (of rain, snow)"
0548,"narrow, close",—,difficult
1868,road,→,Milky Way
3085,weather,→,good weather
5089,one's own,→,sibling
6298,China,→,porcelain
6006,splinter (wood fragment),→,splinter (group of people)
2767,to pull up (a plant),→,"to destroy, annihilate"
2872,high (location),—,"high (size), tall"
0746,to see/to look at,→,to understand
1437,to see/to look at,→,to act according to
1619,insane,—,rabid
3262,star,→,celebrity
5495,winnowing fan,→,fan (hand-held)
6216,pig (Sus scrofa),→,Heterodon nasicus
1166,to chew,→,bit (part of horse harness)
0762,to taste,→,to feel (an emotion)
2807,blue,→,sad
0057,boy,→,servant
6328,evil spirit,→,cobalt (metal)
0341,to stand up,→,to happen
2711,wind,→,to winnow
6229,beautiful,→,very
6706,tail,→,side of a coin
6495,lame person,→,bad
2898,clean (adj.),→,sober
0130,Jupiter,→,Thursday
6880,to need,→,must
4337,to approach suddenly,—,to attack
0853,to transit,→,"to defeat, win"
2030,cold,—,pleasant
5565,"wild, untamed",→,violent
2879,narrow,→,"little, small"
0749,to blow,—,to breathe
2297,to believe in,→,to trust
5378,sacred,→,sacrum (bone)
5680,to make real,→,to understand
7086,to move down (tr.),→,"to defeat, win"
2065,"branch, twig",—,part
1655,to touch,→,to reach
6352,common quail,→,buttonquail
0898,cheek,→,jaw
6631,thousand,→,yarrow
4332,to cut,—,windowsill
6467,cricket (insect),→,mole cricket (Gryllotalpa)
2543,"wide, broad",→,big
4216,"to follow, go after smb.",→,to be adherent
5305,cabbage,→,<money>
2096,soldier,→,"soldier (plan, Stratiotes)"
0936,low (size),→,quiet (vs. loud)
2793,to fall down,→,autumn
2163,to cut (tr.),→,to stop doing smth.
1875,to prop up,→,"to help, aid"
1222,"firm, solid",→,quick
2507,<bird>,↔,talkative person
5549,pope,→,<bird>
3046,smooth,—,glad
3010,snake,→,penis
1145,cold,→,indifferent
5775,bow (weapon),→,"bow, fiddlestick"
1673,bitter,→,bitterling
0028,"to get, obtain",→,to receive visitors
2806,sour,→,sad
6034,claw,—,claw (of a crustacean)
2857,"to raise, lift (tr.)",→,to bring up
5549,pope,→,<bird>
0069,hot,→,recent
0498,nose,→,sense of smell
1816,to hang,→,to depend
6498,"to walk, to go",→,to become
0360,to touch,→,to evoke (a feeling)
2491,mental hospital,→,"disorder, mess"
2708,<furniture>,→,<office>
1884,to leave,→,to let
1003,light (of weight),→,lung
2880,thin (of an object),→,"little, small"
0035,to see/to look at,→,to have opinion
3563,"bowels, intestine",→,brave
1011,to press down,→,to print
0074,spruce (Picea),—,abies (Abies)
4898,queen,→,queen (playing card)
0419,quick,→,insolent
5092,"idler, loafer",→,sloth (South American mammal)
5178,to move,→,to make a move (in a game)
6823,cow,→,woman
0043,to want,↔,to love
0826,to tan (hides),—,brown
5004,string (of a musical instrument),→,chord (music)
0223,"power, authority",→,"country, land"
1093,mouse,→,bat (Microchiroptera)
1145,cold,→,indifferent
1124,"spot, stain",→,disgrace
0499,nose,→,informer
2822,European blueberry,→,great bilberry (Vaccinium uliginosum)
4331,mouse,→,computer mouse
2654,to die,→,to feel hunger
1494,to perceive smell,—,to have smell
1165,to work,→,to give birth
2532,to break (tr.),→,to divide into several parts
1676,to blink (by eyes),→,"instant, moment"
0589,<wooden object>,→,fool
0368,to put into the ground,→,to bury
1370,elbow,→,unit of length
5549,pope,→,<bird>
5689,kite,→,kite (lightweight toy)
1516,work (n.),—,"service, good turn"
0566,to come,→,to reach a state
2873,low (location),—,low (size)
6527,rust (n.),→,rust (plant disease)
3049,rotten,→,unpleasant
1605,"Gipsy, Gypsy",→,to deceive
1038,"mute, dumb",→,stupid
1361,to change (tr.),↔,to change clothes
1150,low (location),→,bad (ethically)
0747,to see/to look at,→,to meet
5362,iron,→,fetters
2469,tower,→,prison
6209,snub-nosed,→,Vipera latastei
0473,eye,→,supervision
0851,heavy (of weight),→,pregnant
3739,to perceive smell,—,to detect
5770,to have smell,→,to indicate something bad
0172,puppy (of a dog),→,inexperienced
3044,to burn (intr.),—,black
0381,"to pull, to draw",→,to smoke (tobacco)
1361,to change (tr.),↔,to change clothes
6908,guinea fowl,→,turkey
3886,lot,—,plot of land
0761,"to braid, plait, weave",→,to tell lie
7182,butcher,→,shrike
0356,soon,→,almost
1368,foot,→,unit of length
6497,"to get, obtain",→,to become
0013,"to calculate, count",→,to have opinion
4590,egg,→,eggplant (Solanum melongena)
6306,cowrie,→,porcelain
1438,louse,→,bad
0037,to see/to look at,→,to wait
0003,to find,→,to have opinion
0856,moon,→,month
3999,basket,—,beehive
2783,"to move, to shift, to transfer",→,to translate
4263,nameless,→,ring finger
0938,"fearful, dreadful",→,very
7115,digit (mathematics),→,"cipher, code"
0384,to see/to look at,→,"to care for, look after"
2857,"to raise, lift (tr.)",→,to bring up
0673,green,→,plant (biol.)
1010,vessel,→,blood vessel
0730,chopped billet,→,base for beheading
2134,to break (tr.),—,to infringe
0163,to return (tr.),→,to answer
2588,to chew,→,to think
0993,to know,→,to understand
5769,to emit smoke,—,to smell bad
1198,"to water, to give water",—,to water (plants)
3777,to touch,—,to deal with
5030,mother,→,motherland
3418,to break (tr.),→,to stop doing smth.
0767,dark (adj.),→,incomprehensible
1077,greasy,→,fat (adj.)(of a person)
1583,to see/to look at,→,because of
0468,eye,→,eye of typhoon
2734,"to be busy, to act",→,"commerce, business"
0748,road,→,"manner, way"
3817,"horseman, rider",→,knight (chess)
4338,glass (material),→,glasswort
3938,to shoot,→,"to discharge, dismiss"
1606,"Gipsy, Gypsy",→,to nomadize
6603,sweet (taste),→,pleasant
0462,eye,→,loop
1536,"grief, sorrow",→,to regret
2551,to do,→,to copulate
0977,<vessel>,↔,head
0242,"to grasp, seize",→,to understand
3145,shoal,→,troop (of fishes)
1583,to see/to look at,→,because of
0502,ear,→,"opening, hole"
3181,head,→,nail-head
2036,thin (of an object),—,lean
0602,firewood,—,"wood, timber"
0591,house,→,family
5505,"nut, hazel",→,Eurasian nuthatch
3410,pine-tree,→,horsetail
4159,"to raise, lift (tr.)",—,to take off (tr.)
5764,to practice witchcraft,→,"to make, create"
6152,pineapple,→,hand grenade
5957,to wither,→,to lose colour
5152,man (male),→,"<exclamation of surprise, pain or sorrow>"
5309,carriage,→,automobile
0979,bad,—,lean
6212,lyre,→,Trimorphodon biscutatus
1100,funny,→,strange
2003,sharp,→,clever
1418,expensive,↔,"dear, darling"
1736,to smell bad,—,bad
0764,bitter,→,sad
1405,to conjure,→,"to charm, to delight"
0477,mouth,→,mouth (of a river)
6674,<woman>,→,"opening, hole"
1107,"to smear, anoint",→,to bribe
0128,Venus,→,Friday
3596,tongue (body part),→,cape
0828,to hold (in hands),→,to contain
1091,to die,→,to want
2664,pig (Sus scrofa),→,hedgehog (Еrinaceus)
1423,"to strike, hit",→,woodpecker
3050,blunt,—,slow (adj.)
2981,"little, small",→,little finger
3304,bell,→,bellflower (Campanula)
2212,foot,→,mountain foot
2411,arc,→,bow (weapon)
6151,cone (fruit),→,pineapple
1585,"manufacturer, producer",→,"commodity, goods"
0625,noise,—,rumour
0674,<artiodactyl (even-toed animal)>,→,woman
0878,cattle,↔,"property, possessions"
5532,night,→,nightingale
5232,"idler, loafer",→,track idler wheel
3450,"only, just",→,"but, however"
5900,radish,—,black radish
1171,heart,↔,location of emotions
3989,"steam, vapour",—,smell (n.)
0932,heart,↔,centre
4339,salt,→,glasswort
0133,Mercury,→,Wednesday
1465,face,→,surface
0545,to pay,—,to revenge
6226,to break (intr.),→,to break (of male voice)
5421,smoke,→,common fumitory (Fumaria officinalis)
5674,room,→,cell (of honeycomb)
6724,bridge,→,bridge (of musical imstrument)
0129,Saturn,—,Saturday
2533,to break (tr.),→,to subjugate
3423,white,—,good
0220,strong,→,strong (of liquid or smell)
6228,time (instanse),→,when
6874,light (n.),→,"state, situation"
6512,bumblebee,→,cockchafer
0005,"to go, walk",→,to find
0591,house,→,family
4961,always,→,still (adv.)
0057,boy,→,servant
5051,grandfather,→,old man
0752,to carry,→,to endure
5761,court (of a sovereign),→,polite
5310,carriage,→,railcar
0560,"to mix, stir",→,to confuse (with)
0344,to wound (tr.),→,to offend (tr.)
5809,tail,→,"coccyx, tailbone"
2668,to know,→,to practice witchcraft
2183,"to follow, go after smb.",→,to act according to
5770,to have smell,→,to indicate something bad
5543,ruff,→,ruff (fish)
1964,"to spring, jump",→,grasshopper (Tettigonioidea)
2798,<profession>,↔,talkative person
0898,cheek,→,jaw
0405,period of time,→,age
4185,"branch, twig",—,branch (of a river)
5791,palm (body part),→,palm (tree)
7087,"to gather, collect",→,"to recall, recollect"
1317,to sit down,→,"to set (of Moon, Sun)"
2002,"rough, uneven",→,approximately
5001,reed,→,reed (in loom)
0552,granule,→,small quantity of something
3276,"underground, subterranean",→,secret
1017,straight,→,honest
1211,to feel thirsty,—,to want
4230,to sow,—,to cause
2679,<animal>,—,fool
5307,weed,→,cannabis
1585,"manufacturer, producer",→,"commodity, goods"
6958,white,→,white (politics)
1107,"to smear, anoint",→,to bribe
1401,to lose (an object),→,to be defeated
3487,"to raise, lift (tr.)",→,to bring into discussion
4559,blind,→,"solid, entire, continuous"
0368,to put into the ground,→,to bury
1221,to dig,→,to find
0622,to howl,—,"to cry, weep"
1337,attack (n.),→,attack of disease
5302,pig (Sus scrofa),→,police officer
0785,to press down,→,to oppress
0980,to move quickly,—,to flow
1925,simple,→,stupid
0977,<vessel>,↔,head
3602,day,—,today
0733,curved,—,wrong
2542,"little, small",→,"detailed, thorough"
7241,sacred,→,holiday
4209,court (of a sovereign),→,tribunal
5310,carriage,→,railcar
0503,ear,→,hearing
0733,curved,—,wrong
3402,freedom,→,territorial entity
0963,good,→,very
0470,eye,→,vision
3767,to cry (of animals),—,"to cry, weep"
0029,"to get, obtain",→,to become infected
7065,to stop moving,→,to stop (intr.)
0767,dark (adj.),→,incomprehensible
0628,cattle,→,bad person
1731,stone (piece of rock),→,turnstone (Arenaria)
1807,to see/to look at,→,to guard
5386,tin (n.),→,"tin, can"
1460,to lie (posture),→,to be situated
2679,<animal>,—,fool
4375,to ask (for),→,to pray
2062,end,—,"aim, goal"
2869,short (size),→,"missing, failing"
5554,<high rank officail in the Catholic Church>,→,<alcoholic drink>
6457,mole (Talpa),→,mole cricket (Gryllotalpa)
0019,to remind,→,"to resemble, be alike"
1455,to call,→,to name
2994,tree,→,beam
0137,to suffer,—,to endure
0653,to eat,→,to be fed up with
2158,dew,→,sundew (Drosera)
2798,<profession>,↔,talkative person
0510,comb (of a bird),—,mane
3333,to boil (intr.),→,"to worry, be agitated"
2186,to see/to look at,→,"to beware, be careful"
5011,to come,—,to become
0488,mouth,→,"herald, messenger"
3872,father,→,<priest>
2500,to swear (an oath),→,"to swear, curse"
0743,to weigh (tr.),→,to think
1252,to pinch,→,to steal
3074,bowel,→,string (of a musical instrument)
5230,will,→,will (legal document)
2128,cold,→,<cold steel>
4208,"yard, courtyard",→,court (of a sovereign)
3319,"brilliant, glaring",↔,loud
1726,eye,→,eyebright (Euphrasia officinalis)
1141,nettle (Urtica),→,"medusa, jellyfish"
0346,dream (during sleep),—,daydream (n.)
2086,owner,→,husband
0795,time,→,time (instanse)
3470,to rein in,→,"to restrain, control one’s feelings"
1078,lean,→,fatless
0027,"to get, obtain",→,to contain
0504,ear,→,listener
6996,<vessel>,→,flower cup
0865,blunt,→,stupid
5304,dough,→,money
4102,mirror,→,mirror (website)
1372,stick (n.),→,unit of length
3710,fly (n.),→,fly agaric (Amanita muscaria)
1999,smooth,—,"to escape, flee"
6779,"to turn, rotate (intr.)",→,to turn (of age)
6913,fast (n.),→,breakfast
2410,"to let, leave",→,to stop doing smth.
3656,"to pull, to draw",→,to draw (an official paper)
0984,to see/to look at,→,"to search, to look for"
0992,to see/to look at,→,to have experience
2263,stump (of tree),→,share; stock
3317,<dish>,↔,"disorder, mess"
5413,tongue (body part),↔,clapper of a bell
3192,<hat>,→,aconite
3678,to eat,→,to corrode
0242,"to grasp, seize",→,to understand
4909,snake,→,dragonfly
0585,"missing, failing",→,stupid
0886,"bile, gall",—,anger
4354,to itch,→,to want
1699,black,→,illegal
0384,to see/to look at,→,"to care for, look after"
6763,frog,→,diver
0580,<crockery>,→,face
3367,brave,—,insolent
2109,to flow,→,electricity
2078,to cut (tr.),→,to cut off relationships
0944,button (on a dress),→,push button
0957,affair,→,battle
4854,spleen (anat.),—,anger
1403,"to follow, go after smb.",→,"to watch, look after"
1183,to dissolve in liquid (tr.),→,to solve (a problem)
1005,head,→,boss
3845,literally,→,figuratively
4014,father,→,founder
0394,"miserable, unhappy",↔,"poor, needy"
2892,touched,→,insane
2119,monkey,→,to imitate
2043,thick,↔,fat (adj.)(of a person)
0782,"brilliant, glaring",→,clever
0006,to think,→,"to recall, recollect"
3201,milk,→,dandelion
5544,ruff,→,ruff (bird)
2063,to think,→,to intend
5576,glutton,→,wolverine
0678,strength,—,"power, authority"
4391,crane (Grus),→,lifting machine
3494,<young animal>,↔,child (son or daughter)
7089,low (size),→,"small amount, a bit"
1180,to hold (in hands),→,to have opinion
2602,to extinguish,→,"to destroy, annihilate"
2366,fire,→,inflammation
0475,eye,→,observer
2701,ram,→,battering-ram
1897,wolf,—,cruel
1147,fox (Vulpes vulpes),↔,cunning person
1003,light (of weight),→,lung
0134,shine (n.),—,fame
2778,hand/arm,→,"power, authority"
6015,foot/leg,→,leg (furniture)
6911,<country>,→,guinea fowl
0507,throat,→,passageway
6201,blind,→,Anguis fragilis
5878,"to differ, to make distinction",—,"to discriminate, to treat improperly"
2551,to do,→,to copulate
0073,sweet (taste),→,fresh (of water)
5565,"wild, untamed",→,violent
5530,leaf,→,"leaf (of door, window)"
3961,to spell,—,to conjure
1433,back (body part),—,behind
4725,falcon,→,cannon (weapon)
2820,head,→,"ear, spike (of a grain plant)"
1340,hair,→,hair (of animals)
4245,sweet potato (Ipomoea batatas),→,potato
1332,bald,→,bald-coot (Fulica atra)
5604,to pray,→,mantis
0275,poisonous,→,sarcastic
1979,sail (n.),→,to sail
4103,page,—,website
6392,sun,→,moderlieschen
7012,fortress,→,rook (chess)
2377,sphere; ball,→,bullet
2739,mountain,→,cloud
0701,paper,→,document (n.)
0654,to shout,→,"to cry, weep"
5496,fan (hand-held),→,electrical fan
0403,goal frame (sport),↔,goal (sport result)
0855,to feed,→,to bring up
6355,"nut, hazel",→,hazel grouse (Tetrastes bonasia)
6911,<country>,→,guinea fowl
3765,straight,—,undiluted
5311,tank (closed container for liquids),→,tank (armour)
1372,stick (n.),→,unit of length
3192,<hat>,→,aconite
6503,May,→,cockchafer
0782,"brilliant, glaring",→,clever
0740,to lead,→,to cause
1062,dog,→,whore
0767,dark (adj.),→,incomprehensible
2083,high (location),→,proud
5555,spindle,→,dragonfly
7200,foam,→,lumpen
1225,ceiling,→,palate
3588,"present, gift",→,talent
3508,to want,→,necessary
0573,to come,→,to begin
3677,good,→,"property, possessions"
1585,"manufacturer, producer",→,"commodity, goods"
5679,mine (underground tunnel),→,mine (explosive device)
4195,straight,→,exactly
2724,to cut (tr.),→,to dilute
0184,to sleep,→,to copulate
2061,"aim, goal",→,goal (sport result)
3929,glass (material),→,mirror
0342,to fall down,→,to decrease drastically
3277,zebra,→,pedestrian crossing
1601,shadow,→,"phantom, ghost"
5404,bathroom,→,toilet
0744,tongue (body part),→,language
3275,"underground, subterranean",→,illegal
0580,<crockery>,→,face
5224,child (son or daughter),—,child (of age)
5955,shield,→,shooting target
0068,morning,—,tomorrow
1679,<fish>,→,cigarette butt
0595,hook,↔,fang
1808,moon,→,insane
2679,<animal>,—,fool
0213,clean (adj.),→,"totally, absolutely"
0754,"to bend, bow (intr.)",→,to be disposed towards
3417,to mill,→,"to destroy, annihilate"
3227,bell,→,"watch, clock"
2328,healthy,→,competent
5059,dry,→,abstinent (from alcohol)
2216,bastard,—,bad person
3770,gloomy,—,boring
0739,to lead,→,"to govern, control, rule"
0131,Mars,→,Tuesday
0728,bottom,↔,buttock
2868,to blow,→,"to strike, hit"
5627,"Mary, mother of Jesus",→,ladybird
3769,alike,→,probably
7088,to call,→,"to recall, recollect"
4867,"spade, shovel",→,spades (in cards)
1162,"to spring, jump",→,frog
1618,book (n.),→,note book
0563,man (male),↔,person
5844,bitch,→,<curse>
2089,dust,→,pollen
6052,to forge,→,to falsify
1150,low (location),→,bad (ethically)
5053,to answer,→,to correspond
5404,bathroom,→,toilet
0344,to wound (tr.),→,to offend (tr.)
1205,hand/arm,—,wing
6197,sunbeam,→,Xenopeltis unicolor
5159,mistress of a house,→,"mistress, paramour"
3610,to forget,→,forget-me-not (flower)
0495,nose,→,front part
0838,hump (of a person or camel),—,hill
0865,blunt,→,stupid
5614,right (vs. left),→,right (political)
1527,cold,→,cold (disease)
1799,to call,→,to make a telephone call
4441,arrow,→,shuttle (weaving instrument)
2005,"edge, border",—,sharp point
1467,heart,→,brave
6858,<country>,→,turkey
0132,moon,→,Monday
2080,meat,→,fruit pulp
2861,thick,→,stupid
0156,hot,→,spicy
0467,eye,→,centre
0930,to fall down,—,case (grammar)
5672,cell (of honeycomb),→,cell (in biology)
6754,storm,→,petrel (Procellaria)
4163,glass (material),→,spectacles
5504,to slide,→,"to make a mistake, be wrong"
1665,food,—,meat
1372,stick (n.),→,unit of length
3376,big,↔,strong
2385,to croak,→,to predict misfortune
5745,"to calculate, count",→,computer
5613,left,→,left (political)
6357,<bird>,→,cockchafer
2304,heart,→,by heart
0748,road,→,"manner, way"
1316,to go out,→,to run out (of smth)
